CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|HORINITRANSACCION|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|DESTRANSACCIONVENTANILLA|ACTV_BENEFICIARIO|TIPPER_BENEFICIARIO|FLG_FFNN_BENEFICIARIO|FLG_FFNN_SOLICITANTE|TIPBANCA_BENEFICIARIO|TIPBANCA_SOLICITANTE|MTOTRANSACCION|TIPPER_SOLICITANTE|DESBANCA_BENEFICIARIO|DESBANCA_SOLICITANTE|FECONS_BENEFICIARIO|FECONS_SOL|FLG_AN_BENEFICIARIO|FLG_AN_SOLICITANTE|FLG_REL|FLG_ROS_BEN|FLG_ROS_SOL
19479460|4547649|202312|26/12/23|15:14:59|220000|503|801226871578|62|Depósito Cte|1544|E|1|1|P|P|291183.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |20/09/16||0|0|1|0|0
13107798|114117|202312|14/12/23|13:51:20|405000|410|801221900528|117|Credipago without validation|5122|E|1|0|P|P|560000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |20/11/08||0|0|0|0|0
69556|10585000|202312|11/12/23|11:41:50|395000|131|902655174068|62|Depósito Cte|5122|E|1|0|E|P|487720.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
69556|23323429|202312|02/12/23|12:19:21|395000|222|902652865742|62|Depósito Cte|5122|E|1|0|E|P|326760.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
69556|16497037|202312|21/12/23|10:48:57|395000|77|902659595581|62|Depósito Cte|5122|E|1|0|E|P|264920.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
69556|16497037|202312|18/12/23|11:22:02|395000|148|902658023519|62|Depósito Cte|5122|E|1|0|E|P|217000.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
25974821|13239219|202312|16/12/23|13:13:05|193024|209|902657853334|62|Depósito Cte|6023|E|1|1|P|P|227750.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |26/06/21||0|0|1|0|0
25303064|17630741|202312|14/12/23|18:49:33|405000|865|801222170966|62|Depósito Cte|9309|E|0|0|P|P|716150.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |16/08/19||0|0|1|0|0
5132049|5132049|202312|12/12/23|16:29:09|285000|778|902655970797|107|Pago de Credito ALS|0091|P|0|0|P|P|327447.57|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
152004|2379096|202312|06/12/23|15:57:21|215006|355|902654365931|84|Emision de Cheques de Ger|7414|P|0|0|P|P|309029.45|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
7533958|8691054|202312|22/12/23|11:35:19|191097|131|902660142565|60|Depósito Aho|0091|P|0|0|P|P|741339.60|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
407900|1046727|202312|12/12/23|13:36:21|570002|286|801220764836|62|Depósito Cte|5190|E|1|1|P|P|253510.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/07/00||0|0|1|0|0
8851327|3065526|202312|07/12/23|13:10:28|335000|364|801219464470|62|Depósito Cte|6719|E|1|0|C|P|669793.10|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
13151005|804575|202312|07/12/23|13:41:55|310004|146|801219496241|62|Depósito Cte|9309|E|1|1|P|P|286309.10|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/05/11||0|0|1|0|0
8637421|6517508|202312|30/12/23|10:59:07|380000|111|801229022084|62|Depósito Cte|6712|E|1|0|C|P|520164.90|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
8637421|5224738|202312|27/12/23|12:20:00|380000|310|801227292313|62|Depósito Cte|6712|E|1|1|C|C|903117.80|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|5224738|202312|19/12/23|10:57:47|380000|163|801223892747|62|Depósito Cte|6712|E|1|1|C|C|803975.50|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|5224738|202312|07/12/23|11:46:00|380000|229|801219384802|62|Depósito Cte|6712|E|1|1|C|C|468592.20|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|5224738|202312|05/12/23|12:06:29|380000|304|801218230813|62|Depósito Cte|6712|E|1|1|C|C|1087390.60|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|5224738|202312|12/12/23|14:32:16|380000|455|801220812996|62|Depósito Cte|6712|E|1|1|C|C|733004.60|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
9303389|2673472|202312|26/12/23|11:22:53|480000|166|902660944876|62|Depósito Cte|5139|E|1|1|P|P|400000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |17/02/10||0|0|1|0|0
3384291|9844850|202312|15/12/23|11:50:01|405000|230|801222359191|116|Credipago con validación por rangos|6592|E|1|0|E|P|216402.34|P|EMPRESA                            |BANCA PERSONAL                     |24/06/02||0|0|0|0|0
26088954|6672740|202312|12/12/23|18:16:42|285000|1032|902656071943|62|Depósito Cte|1120|E|0|0|P|P|202500.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |16/08/21||0|0|0|0|0
8643323|8643323|202312|04/12/23|13:14:18|215002|558|902653180319|60|Depósito Aho|0091|P|0|0|P|P|250160.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
27851670|804575|202312|28/12/23|16:31:02|310004|211|801228123938|62|Depósito Cte|9309|E|1|1|P|P|480981.15|P|BANCA PERSONAL                     |BANCA PERSONAL                     |29/12/17||0|0|0|0|0
69556|11048610|202312|06/12/23|10:24:06|395000|54|902654086188|62|Depósito Cte|5122|E|1|0|E|P|284880.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
26119797|22943417|202312|19/12/23|16:57:59|495000|610|801224264565|62|Depósito Cte|0112|E|1|0|P|P|268640.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |10/09/21||0|0|0|0|0
5588063|8156249|202312|15/12/23|15:48:51|405000|560|801222590734|117|Credipago without validation|5122|E|1|0|P|P|425983.90|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/01/05||0|0|0|0|0
8637421|14616669|202312|30/12/23|11:11:24|380000|203|801229038321|62|Depósito Cte|6712|E|1|0|C|P|487129.30|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
750523|8063329|202312|13/12/23|15:56:36|193001|410|902656431670|62|Depósito Cte|8519|E|1|0|P|P|250000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |07/04/94||0|0|0|0|0
23388086|14406828|202312|20/12/23|17:44:14|305000|1092|801224927497|62|Depósito Cte|5122|E|1|0|E|P|530000.00|E|EMPRESA                            |BANCA PERSONAL                     |05/08/19|14/11/14|0|0|0|0|0
8778137|5767036|202312|01/12/23|17:30:33|435000|274|801217005810|62|Depósito Cte|0113|E|1|0|P|P|215000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |04/12/07||0|0|0|0|0
9475266|17543400|202312|22/12/23|11:18:36|365002|68|801225709037|60|Depósito Aho|5020|P|0|0|P|P|355000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
19283527|19283527|202312|21/12/23|17:34:46|375000|549|902659938866|60|Depósito Aho|0091|P|0|0|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
5019878|24527861|202312|05/12/23|13:29:07|495000|337|801218308223|62|Depósito Cte|0091|P|0|0|P|P|253043.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
1559048|2289239|202312|06/12/23|13:50:43|475007|272|801218922228|60|Depósito Aho|0113|P|1|0|P|P|372474.30|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|1|0|0|1
3747455|6209959|202312|26/12/23|10:29:58|405000|121|801226592120|62|Depósito Cte|5190|E|1|0|P|P|263600.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |27/06/02||0|0|0|0|0
1078657|10965013|202312|06/12/23|13:12:43|220000|340|801218887537|60|Depósito Aho|7513|E|1|0|P|P|430000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/09/60||0|0|1|1|0
2373361|201161|202312|01/12/23|15:56:40|191000|628|801216908946|84|Emision de Cheques de Ger|7511|E|1|0|E|P|200024.00|P|EMPRESA                            |BANCA PERSONAL                     |04/05/93||0|0|0|1|0
9527788|24646300|202312|15/12/23|15:12:58|480000|432|902657375113|62|Depósito Cte|0122|E|1|0|E|P|653450.00|P|EMPRESA                            |BANCA PERSONAL                     |01/07/11||0|0|0|1|0
16217|2873306|202312|28/12/23|18:46:41|245001|446|902662337346|115|Credipago with partial validation|2710|E|1|0|C|P|264500.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |15/12/98||0|0|0|0|0
6512022|6512022|202312|18/12/23|12:09:14|305000|394|801223331787|107|Pago de Credito ALS|2811|P|0|0|P|P|250000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
17185224|11459482|202312|22/12/23|17:04:28|191143|460|801226060690|62|Depósito Cte|5131|E|1|1|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |08/08/16||0|0|1|0|0
1877951|1877951|202312|21/12/23|17:47:56|191068|357|801225514796|64|Depósito Cta Plazo|7499|P|0|0|P|P|300015.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|1|0|0
77009|645348|202312|18/12/23|18:10:20|570009|586|801223732343|62|Depósito Cte|6023|E|1|1|P|P|228200.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |06/01/97||0|0|1|0|0
7926860|4068733|202312|04/12/23|16:10:42|191147|353|902653338869|117|Credipago without validation|9309|E|1|0|P|P|445379.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/09||0|0|0|0|0
18258|1984672|202312|30/12/23|12:34:02|550000|198|902663109962|117|Credipago without validation|5143|E|1|1|P|P|529850.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/09/97||0|0|1|0|0
21835|21835|202312|27/12/23|13:36:34|550000|163|902661576267|62|Depósito Cte|9309|P|1|1|P|P|250000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
21835|21835|202312|27/12/23|13:36:48|550000|163|902661576414|62|Depósito Cte|9309|P|1|1|P|P|295000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
25515995|86628|202312|13/12/23|17:03:02|194066|313|801221523793|62|Depósito Cte|6023|E|0|1|P|P|348275.95|P|BANCA PERSONAL                     |BANCA PERSONAL                     |23/08/21||0|0|1|0|0
12844012|12844012|202312|26/12/23|15:57:20|380000|476|801226914942|62|Depósito Cte|5122|E|1|1|C|C|259490.00|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |25/03/14|25/03/14|0|0|0|0|0
22290037|2206633|202312|29/12/23|19:04:52|194072|501|801228874698|62|Depósito Cte|4520|E|0|1|P|P|300020.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |20/10/03||0|0|1|0|0
12106528|19536336|202312|26/12/23|19:14:48|365000|786|801227090843|60|Depósito Aho|9309|P|1|1|P|P|297000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
4843054|12060700|202312|12/12/23|14:37:29|305007|318|801220817562|117|Credipago without validation|5190|E|1|0|E|P|580300.00|P|EMPRESA                            |BANCA PERSONAL                     |29/03/04||0|0|0|0|0
10905795|17427024|202312|27/12/23|12:06:06|570000|573|902661504078|60|Depósito Aho|0091|P|0|0|P|P|500000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
25222607|25222607|202312|14/12/23|18:19:28|380008|382|902657039176|60|Depósito Aho|0099|P|0|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
2096628|28990521|202312|18/12/23|12:03:44|305000|407|801223325417|62|Depósito Cte|5211|E|1|0|E|P|205190.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
2096628|23419760|202312|23/12/23|11:05:25|570000|418|902660646272|62|Depósito Cte|5211|E|1|0|E|P|262040.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
7310329|776217|202312|15/12/23|17:25:18|191061|520|902657497658|115|Credipago with partial validation|5122|E|1|0|E|P|277793.71|P|EMPRESA                            |BANCA PERSONAL                     |24/10/08||0|0|0|0|0
12898574|3196519|202312|27/12/23|11:23:28|191000|192|801227233497|107|Pago de Credito ALS|5190|E|1|0|P|P|240391.39|P|BANCA PERSONAL                     |BANCA PERSONAL                     |21/02/14||0|0|1|0|0
24698282|3196092|202312|04/12/23|15:53:11|315001|303|902653328880|84|Emision de Cheques de Ger|0091|E|0|0|P|P|228014.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |03/08/18||0|0|0|0|0
13107798|752472|202312|18/12/23|12:17:27|405000|296|801223339887|117|Credipago without validation|5122|E|1|0|P|P|440000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |20/11/08||0|0|1|0|0
69556|16497037|202312|26/12/23|11:59:30|395000|106|902660981150|62|Depósito Cte|5122|E|1|0|E|P|227150.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
8780703|5974434|202312|18/12/23|11:37:31|215011|170|902658042446|84|Emision de Cheques de Ger|7122|P|0|1|P|P|210024.50|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
29038841|28224560|202312|15/12/23|14:17:28|245001|239|902657332033|62|Depósito Cte|4520|E|0|0|P|P|600000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/16||0|0|1|0|0
29038841|28224560|202312|20/12/23|17:21:43|245000|556|801224900882|62|Depósito Cte|4520|E|0|0|P|P|600000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/16||0|0|1|0|0
26990761|3653489|202312|01/12/23|11:14:03|191095|122|801216641340|87|Emision Transferencias Electronicas Interb.Abon.Cta|9211|E|0|0|P|P|210004.30|P|BANCA PERSONAL                     |BANCA PERSONAL                     |05/10/07||0|0|1|0|0
8851327|3065526|202312|29/12/23|17:55:50|335000|840|801228824136|62|Depósito Cte|6719|E|1|0|C|P|670495.30|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|4306183|202312|06/12/23|11:55:24|570000|443|902654167488|62|Depósito Cte|6719|E|1|0|C|P|440715.60|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|3065562|202312|01/12/23|17:46:42|335000|727|801217024311|62|Depósito Cte|6719|E|1|0|C|P|691734.10|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|7782324|202312|30/12/23|10:56:43|570000|391|902662987440|62|Depósito Cte|6719|E|1|0|C|P|474737.40|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8637421|5224738|202312|19/12/23|11:00:03|380000|171|801223895355|62|Depósito Cte|6712|E|1|1|C|C|488938.50|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|3072941|202312|23/12/23|10:26:32|380000|115|801226265565|62|Depósito Cte|6712|E|1|0|C|P|754301.70|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
3578303||202312|11/12/23|14:45:27|305000|575|801220191898|60|Depósito Aho|0091|P|1|0|P||200000.00||BANCA PERSONAL                     ||||0|0|0|0|0
|5522706|202312|21/12/23|11:55:49|191015|140|801225173318|62|Depósito Cte|||0|1||P|450000.00|P||BANCA PERSONAL                     |||0|0|0|0|0
18037204|18037204|202312|15/12/23|17:19:04|570012|500|801222693162|60|Depósito Aho|0099|P|0|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
9386232|21835|202312|30/12/23|11:51:50|550000|154|902663055753|62|Depósito Cte|5122|E|1|1|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |16/02/10||0|0|0|0|0
27551420|5958765|202312|23/12/23|11:11:34|192081|75|801226319860|62|Depósito Cte|1712|E|0|0|P|P|226658.33|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/16||0|0|1|0|0
55315|7112307|202312|05/12/23|17:40:14|405000|751|801218568691|117|Credipago without validation|5234|E|1|1|C|P|202493.33|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |28/06/78||0|0|0|0|0
12844012|11980486|202312|20/12/23|12:39:29|305000|475|801224613925|62|Depósito Cte|5122|E|1|0|C|P|225900.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/14||0|0|0|0|0
12671158|5464327|202312|14/12/23|13:48:37|245001|165|902656813976|62|Depósito Cte|5234|E|1|0|P|P|475000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |26/09/13||0|0|1|0|0
29413531|17253996|202312|02/12/23|11:51:11|194000|247|801217272648|62|Depósito Cte|7414|E|1|0|E|P|273950.00|P|EMPRESA                            |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
13906912|23351531|202312|15/12/23|12:46:24|191006|225|902657259743|117|Credipago without validation|5122|E|1|0|E|P|225000.00|P|EMPRESA                            |BANCA PERSONAL                     |05/11/14||0|0|1|0|0
24270992|21777921|202312|06/12/23|16:00:14|193011|443|801219038381|62|Depósito Cte|5143|E|1|0|P|P|222500.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |05/10/17||0|0|0|0|0
10068069|6108855|202312|30/12/23|11:07:34|215002|231|902663000436|62|Depósito Cte|6023|E|1|0|P|P|288210.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/02/12||0|0|1|0|0
7737552|22550154|202312|18/12/23|17:56:38|495000|769|801223715250|60|Depósito Aho|9111|P|0|0|P|P|220000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
8672384|4579391|202312|20/12/23|13:55:18|194011|195|902659241399|62|Depósito Cte|6712|E|1|0|E|P|370720.00|P|EMPRESA                            |BANCA PERSONAL                     |12/02/09||0|1|0|0|1
6930981|12147397|202312|22/12/23|13:21:39|215000|490|801225837971|62|Depósito Cte|7421|E|1|0|E|P|302686.20|P|EMPRESA                            |BANCA PERSONAL                     |01/02/07||0|1|0|0|1
56639|17440508|202312|21/12/23|10:15:56|405005|61|902659565884|117|Credipago without validation|8030|E|1|0|E|P|200004.00|P|EMPRESA                            |BANCA PERSONAL                     |30/12/83||0|0|0|0|0
6495250|4029722|202312|14/12/23|15:24:31|300000|291|801221980709|62|Depósito Cte|5520|E|1|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |30/05/07||0|0|0|0|0
|6413777|202312|16/12/23|10:33:32|193024|47|902657676048|84|Emision de Cheques de Ger|||0|0||P|400034.00|P||BANCA PERSONAL                     |||0|0|0|0|0
2560603|24451530|202312|30/12/23|09:51:54|495000|35|801228937466|62|Depósito Cte|9309|P|1|0|P|P|300025.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|1|0
9527788|9527788|202312|11/12/23|13:24:02|480000|343|902655268165|62|Depósito Cte|0122|E|1|1|E|E|262970.00|E|EMPRESA                            |EMPRESA                            |01/07/11|01/07/11|0|0|0|1|1
3423599|5776482|202312|28/12/23|13:42:33|191061|273|902662082878|117|Credipago without validation|1512|E|1|0|E|P|475000.00|P|EMPRESA                            |BANCA PERSONAL                     |19/07/01||0|0|1|1|0
3423599|5776482|202312|01/12/23|13:00:35|191061|273|902652365431|117|Credipago without validation|1512|E|1|0|E|P|342502.75|P|EMPRESA                            |BANCA PERSONAL                     |19/07/01||0|0|1|1|0
7059638|6696211|202312|20/12/23|13:33:13|305000|592|801224666675|62|Depósito Cte|6023|E|1|1|E|E|300000.00|P|EMPRESA                            |EMPRESA                            |02/01/07||0|0|1|0|0
11853125|16298401|202312|11/12/23|12:40:46|200000|207|902655229528|117|Credipago without validation|5122|E|1|0|P|P|226954.92|P|BANCA PERSONAL                     |BANCA PERSONAL                     |03/06/13||0|0|1|0|0
65798|9261716|202312|15/12/23|18:14:09|191069|452|801222758291|115|Credipago with partial validation|1520|E|1|0|C|P|1129000.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |01/03/95||0|0|0|0|1
3454983|3010416|202312|12/12/23|18:17:30|193069|452|801221044787|62|Depósito Cte|7493|E|1|1|P|P|225000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |28/02/02||0|0|1|0|0
31119|19511038|202312|12/12/23|13:50:55|191015|207|801220777602|117|Credipago without validation|5122|E|1|0|E|P|275102.40|P|EMPRESA                            |BANCA PERSONAL                     |01/02/94||0|0|1|0|0
6147845|8690923|202312|29/12/23|10:53:05|560000|77|902662439437|117|Credipago without validation|5190|E|1|1|E|P|236000.00|P|EMPRESA                            |BANCA PERSONAL                     |03/09/07||0|0|0|0|0
23937571|5725950|202312|13/12/23|09:35:34|191005|32|801221103860|107|Pago de Credito ALS|5232|E|1|0|P|P|399640.50|P|BANCA PERSONAL                     |BANCA PERSONAL                     |17/06/19||0|0|1|0|0
15970379|24010493|202312|11/12/23|12:44:11|194022|223|801220068736|62|Depósito Cte|8520|E|1|0|P|P|294600.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |25/11/15||0|0|1|0|0
12844012|12844012|202312|20/12/23|10:19:17|380000|99|801224462921|62|Depósito Cte|5122|E|1|1|C|C|210740.00|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |25/03/14|25/03/14|0|0|0|0|0
12844012|12844012|202312|11/12/23|18:46:05|380000|847|801220466658|62|Depósito Cte|5122|E|1|1|C|C|209230.00|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |25/03/14|25/03/14|0|0|0|0|0
7298650|7298650|202312|06/12/23|12:43:43|215002|384|902654201043|60|Depósito Aho|4520|P|1|1|P|P|259000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
22481646|8476438|202312|30/12/23|09:45:15|193017|32|801228929746|60|Depósito Aho|0099|P|1|1|P|P|340000.00|E|BANCA PERSONAL                     |BANCA PERSONAL                     ||25/06/10|0|0|0|0|0
4054251|4049934|202312|01/12/23|13:21:16|215006|210|902652383978|60|Depósito Aho|0099|P|0|0|P|P|250000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|1|0|0
10938498|21835|202312|29/12/23|12:36:39|550000|162|902662533587|115|Credipago with partial validation|1542|E|1|1|C|P|275280.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |16/05/12||0|0|0|0|0
26002997|5069941|202312|20/12/23|12:21:20|250000|179|801224596007|60|Depósito Aho|5122|E|1|1|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |27/04/21||0|0|1|0|0
120699|4049934|202312|01/12/23|13:21:38|215006|210|902652388958|84|Emision de Cheques de Ger|4520|E|1|0|P|P|248026.40|P|BANCA PERSONAL                     |BANCA PERSONAL                     |18/01/93||0|0|0|0|0
2096628|23419760|202312|02/12/23|09:32:10|570000|105|902652690816|62|Depósito Cte|5211|E|1|0|E|P|208670.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
2096628|23419760|202312|12/12/23|14:03:11|570000|708|902655852040|62|Depósito Cte|5211|E|1|0|E|P|245700.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
6841682|556724|202312|18/12/23|13:54:32|200000|308|902658169656|60|Depósito Aho|0091|P|0|1|P|P|307180.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
558426|9874334|202312|30/12/23|12:27:45|205000|224|902663101560|60|Depósito Aho|7499|P|0|1|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
70701|16508968|202312|18/12/23|15:25:52|570011|460|902658248088|115|Credipago with partial validation|1531|E|1|0|C|P|300000.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |02/01/63||0|0|0|0|0
4613804|5571554|202312|05/12/23|10:05:37|215002|98|902653555214|117|Credipago without validation|5141|E|1|0|E|P|210002.00|P|EMPRESA                            |BANCA PERSONAL                     |27/05/04||0|0|1|0|0
4613804|16406274|202312|02/12/23|10:27:24|215013|64|801217174232|62|Depósito Cte|5141|E|1|0|E|P|260000.00|P|EMPRESA                            |BANCA PERSONAL                     |27/05/04||0|0|0|0|0
23980138|13697415|202312|27/12/23|14:23:00|475000|546|801227407445|117|Credipago without validation|5233|E|1|0|E|P|321500.00|P|EMPRESA                            |BANCA PERSONAL                     |02/01/20||0|0|1|0|0
23980138|11184751|202312|27/12/23|16:44:37|335000|678|801227549502|117|Credipago without validation|5233|E|1|0|E|P|202480.00|P|EMPRESA                            |BANCA PERSONAL                     |02/01/20||0|0|0|0|0
3331810|1026638|202312|19/12/23|18:29:38|191095|379|801224365777|60|Depósito Aho|0091|P|0|0|P|P|230000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
69556|23323429|202312|23/12/23|10:45:45|395000|111|902660623879|62|Depósito Cte|5122|E|1|0|E|P|364040.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
28677099|19536336|202312|26/12/23|18:52:06|365000|732|801227085807|62|Depósito Cte|5131|E|1|1|P|P|250058.88|P|BANCA PERSONAL                     |BANCA PERSONAL                     |06/12/22||0|0|1|0|0
11957284|15943787|202312|12/12/23|16:35:06|570009|551|801220931633|60|Depósito Aho|0099|P|1|0|P|P|225000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
407900|1543169|202312|12/12/23|13:36:21|570002|286|801220764836|62|Depósito Cte|5190|E|1|0|P|P|253510.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/07/00||0|0|0|0|0
8851327|3065562|202312|14/12/23|16:26:34|335000|610|801222039802|62|Depósito Cte|6719|E|1|0|C|P|392212.10|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|2483740|202312|22/12/23|11:34:08|570000|526|902660137321|62|Depósito Cte|6719|E|1|0|C|P|466031.40|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|2483740|202312|02/12/23|09:24:58|570000|80|902652683900|62|Depósito Cte|6719|E|1|0|C|P|434336.60|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8637421|5224738|202312|14/12/23|13:56:18|380000|415|801221904589|62|Depósito Cte|6712|E|1|1|C|C|397907.00|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|5385203|202312|30/12/23|11:05:40|380000|191|801229031003|62|Depósito Cte|6712|E|1|0|C|P|750971.10|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
11556570|11556570|202312|19/12/23|13:06:49|550000|227|902658684244|107|Pago de Credito ALS|5520|P|1|1|P|P|338088.69|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
